0,10	41.647916	-87.652653	11
0,11	41.647916	-87.632653	1
0,12	41.647916	-87.612653	2
0,13	41.647916	-87.592653	2
0,14	41.647916	-87.572653	1
0,8	41.647916	-87.692653	7
0,9	41.647916	-87.672653	31
1,10	41.667916	-87.652653	46
1,11	41.667916	-87.632653	17
1,12	41.667916	-87.612653	8
1,13	41.667916	-87.592653	9
1,14	41.667916	-87.572653	2
1,15	41.667916	-87.552653	7
1,16	41.667916	-87.532653	1
1,4	41.667916	-87.772653	1
1,5	41.667916	-87.752653	3
1,6	41.667916	-87.732653	21
1,7	41.667916	-87.712653	45
1,8	41.667916	-87.692653	19
1,9	41.667916	-87.672653	55
10,0	41.847916	-87.852653	37
10,1	41.847916	-87.832653	22
10,10	41.847916	-87.652653	106
10,11	41.847916	-87.632653	217
10,12	41.847916	-87.612653	151
10,2	41.847916	-87.812653	93
10,3	41.847916	-87.792653	65
10,4	41.847916	-87.772653	39
10,5	41.847916	-87.752653	61
10,6	41.847916	-87.732653	39
10,7	41.847916	-87.712653	49
10,8	41.847916	-87.692653	87
10,9	41.847916	-87.672653	108
11,0	41.867916	-87.852653	24
11,1	41.867916	-87.832653	26
11,10	41.867916	-87.652653	292
11,11	41.867916	-87.632653	699
11,12	41.867916	-87.612653	187
11,13	41.867916	-87.592653	1
11,2	41.867916	-87.812653	60
11,3	41.867916	-87.792653	45
11,4	41.867916	-87.772653	51
11,5	41.867916	-87.752653	21
11,6	41.867916	-87.732653	13
11,7	41.867916	-87.712653	45
11,8	41.867916	-87.692653	49
11,9	41.867916	-87.672653	130
12,0	41.887916	-87.852653	34
12,1	41.887916	-87.832653	21
12,10	41.887916	-87.652653	621
12,11	41.887916	-87.632653	2958
12,12	41.887916	-87.612653	618
12,13	41.887916	-87.592653	16
12,2	41.887916	-87.812653	139
12,3	41.887916	-87.792653	118
12,4	41.887916	-87.772653	58
12,5	41.887916	-87.752653	35
12,6	41.887916	-87.732653	27
12,7	41.887916	-87.712653	42
12,8	41.887916	-87.692653	94
12,9	41.887916	-87.672653	287
13,0	41.907916	-87.852653	55
13,1	41.907916	-87.832653	26
13,10	41.907916	-87.652653	313
13,11	41.907916	-87.632653	774
13,12	41.907916	-87.612653	33
13,2	41.907916	-87.812653	96
13,3	41.907916	-87.792653	38
13,4	41.907916	-87.772653	48
13,5	41.907916	-87.752653	40
13,6	41.907916	-87.732653	55
13,7	41.907916	-87.712653	108
13,8	41.907916	-87.692653	224
13,9	41.907916	-87.672653	641
14,1	41.927916	-87.832653	21
14,10	41.927916	-87.652653	729
14,11	41.927916	-87.632653	272
14,2	41.927916	-87.812653	56
14,3	41.927916	-87.792653	81
14,4	41.927916	-87.772653	58
14,5	41.927916	-87.752653	70
14,6	41.927916	-87.732653	66
14,7	41.927916	-87.712653	204
14,8	41.927916	-87.692653	283
14,9	41.927916	-87.672653	350
15,1	41.947916	-87.832653	2
15,10	41.947916	-87.652653	856
15,11	41.947916	-87.632653	78
15,2	41.947916	-87.812653	99
15,3	41.947916	-87.792653	35
15,4	41.947916	-87.772653	78
15,5	41.947916	-87.752653	104
15,6	41.947916	-87.732653	118
15,7	41.947916	-87.712653	189
15,8	41.947916	-87.692653	218
15,9	41.947916	-87.672653	497
16,10	41.967916	-87.652653	346
16,11	41.967916	-87.632653	33
16,3	41.967916	-87.792653	19
16,4	41.967916	-87.772653	90
16,5	41.967916	-87.752653	108
16,6	41.967916	-87.732653	98
16,7	41.967916	-87.712653	122
16,8	41.967916	-87.692653	282
16,9	41.967916	-87.672653	323
17,10	41.987916	-87.652653	234
17,5	41.987916	-87.752653	10
17,6	41.987916	-87.732653	15
17,7	41.987916	-87.712653	114
17,8	41.987916	-87.692653	127
17,9	41.987916	-87.672653	208
18,10	42.007916	-87.652653	69
18,8	42.007916	-87.692653	6
18,9	42.007916	-87.672653	51
2,10	41.687916	-87.652653	24
2,11	41.687916	-87.632653	24
2,12	41.687916	-87.612653	40
2,13	41.687916	-87.592653	7
2,16	41.687916	-87.532653	13
2,17	41.687916	-87.512653	5
2,3	41.687916	-87.792653	15
2,4	41.687916	-87.772653	17
2,5	41.687916	-87.752653	6
2,6	41.687916	-87.732653	24
2,7	41.687916	-87.712653	41
2,8	41.687916	-87.692653	32
2,9	41.687916	-87.672653	52
3,1	41.707916	-87.832653	3
3,10	41.707916	-87.652653	37
3,11	41.707916	-87.632653	11
3,12	41.707916	-87.612653	26
3,13	41.707916	-87.592653	13
3,14	41.707916	-87.572653	8
3,15	41.707916	-87.552653	11
3,16	41.707916	-87.532653	39
3,2	41.707916	-87.812653	25
3,3	41.707916	-87.792653	40
3,4	41.707916	-87.772653	43
3,5	41.707916	-87.752653	6
3,6	41.707916	-87.732653	32
3,7	41.707916	-87.712653	21
3,8	41.707916	-87.692653	20
3,9	41.707916	-87.672653	45
4,1	41.727916	-87.832653	10
4,10	41.727916	-87.652653	51
4,11	41.727916	-87.632653	47
4,12	41.727916	-87.612653	34
4,13	41.727916	-87.592653	49
4,14	41.727916	-87.572653	41
4,15	41.727916	-87.552653	45
4,16	41.727916	-87.532653	4
4,2	41.727916	-87.812653	35
4,3	41.727916	-87.792653	53
4,4	41.727916	-87.772653	43
4,5	41.727916	-87.752653	43
4,6	41.727916	-87.732653	72
4,7	41.727916	-87.712653	20
4,8	41.727916	-87.692653	51
4,9	41.727916	-87.672653	57
5,0	41.747916	-87.852653	9
5,1	41.747916	-87.832653	20
5,10	41.747916	-87.652653	28
5,11	41.747916	-87.632653	51
5,12	41.747916	-87.612653	70
5,13	41.747916	-87.592653	33
5,14	41.747916	-87.572653	17
5,15	41.747916	-87.552653	19
5,2	41.747916	-87.812653	19
5,3	41.747916	-87.792653	41
5,4	41.747916	-87.772653	9
5,5	41.747916	-87.752653	29
5,6	41.747916	-87.732653	70
5,7	41.747916	-87.712653	25
5,8	41.747916	-87.692653	13
5,9	41.747916	-87.672653	32
6,0	41.767916	-87.852653	13
6,1	41.767916	-87.832653	2
6,10	41.767916	-87.652653	18
6,11	41.767916	-87.632653	40
6,12	41.767916	-87.612653	61
6,13	41.767916	-87.592653	38
6,14	41.767916	-87.572653	54
6,15	41.767916	-87.552653	10
6,2	41.767916	-87.812653	27
6,3	41.767916	-87.792653	20
6,4	41.767916	-87.772653	15
6,5	41.767916	-87.752653	35
6,6	41.767916	-87.732653	37
6,7	41.767916	-87.712653	17
6,8	41.767916	-87.692653	20
6,9	41.767916	-87.672653	13
7,0	41.787916	-87.852653	16
7,1	41.787916	-87.832653	4
7,10	41.787916	-87.652653	20
7,11	41.787916	-87.632653	43
7,12	41.787916	-87.612653	54
7,13	41.787916	-87.592653	173
7,14	41.787916	-87.572653	21
7,2	41.787916	-87.812653	19
7,3	41.787916	-87.792653	49
7,4	41.787916	-87.772653	48
7,5	41.787916	-87.752653	108
7,6	41.787916	-87.732653	150
7,7	41.787916	-87.712653	43
7,8	41.787916	-87.692653	39
7,9	41.787916	-87.672653	19
8,0	41.807916	-87.852653	42
8,1	41.807916	-87.832653	30
8,10	41.807916	-87.652653	23
8,11	41.807916	-87.632653	54
8,12	41.807916	-87.612653	100
8,13	41.807916	-87.592653	166
8,14	41.807916	-87.572653	1
8,2	41.807916	-87.812653	10
8,3	41.807916	-87.792653	7
8,4	41.807916	-87.772653	8
8,5	41.807916	-87.752653	36
8,6	41.807916	-87.732653	81
8,7	41.807916	-87.712653	56
8,8	41.807916	-87.692653	42
8,9	41.807916	-87.672653	36
9,0	41.827916	-87.852653	41
9,1	41.827916	-87.832653	49
9,10	41.827916	-87.652653	83
9,11	41.827916	-87.632653	105
9,12	41.827916	-87.612653	66
9,13	41.827916	-87.592653	9
9,2	41.827916	-87.812653	53
9,3	41.827916	-87.792653	83
9,4	41.827916	-87.772653	29
9,5	41.827916	-87.752653	27
9,6	41.827916	-87.732653	16
9,7	41.827916	-87.712653	16
9,8	41.827916	-87.692653	53
9,9	41.827916	-87.672653	60
