5,13	41.747916	-87.592653	1	12.50	0	0.00	0	0.00	1	12.50	2	25.00	1	12.50	0	0.00	3	37.50	8
5,14	41.747916	-87.572653	0	0.00	1	16.67	1	16.67	0	0.00	2	33.33	0	0.00	0	0.00	2	33.33	6
5,15	41.747916	-87.552653	0	0.00	0	0.00	0	0.00	1	25.00	0	0.00	0	0.00	0	0.00	3	75.00	4
5,6	41.747916	-87.732653	0	0.00	0	0.00	0	0.00	1	20.00	0	0.00	0	0.00	0	0.00	4	80.00	5
5,7	41.747916	-87.712653	0	0.00	1	33.33	0	0.00	1	33.33	0	0.00	0	0.00	0	0.00	1	33.33	3
5,8	41.747916	-87.692653	1	50.00	0	0.00	0	0.00	0	0.00	0	0.00	1	50.00	0	0.00	0	0.00	2
5,9	41.747916	-87.672653	0	0.00	0	0.00	0	0.00	2	50.00	1	25.00	0	0.00	0	0.00	1	25.00	4
6,10	41.767916	-87.652653	1	14.29	0	0.00	0	0.00	3	42.86	0	0.00	1	14.29	0	0.00	2	28.57	7
6,11	41.767916	-87.632653	4	44.44	0	0.00	0	0.00	1	11.11	1	11.11	0	0.00	0	0.00	3	33.33	9
6,12	41.767916	-87.612653	1	16.67	1	16.67	0	0.00	2	33.33	1	16.67	0	0.00	0	0.00	1	16.67	6
6,13	41.767916	-87.592653	2	18.18	0	0.00	0	0.00	2	18.18	2	18.18	0	0.00	0	0.00	5	45.45	11
6,14	41.767916	-87.572653	3	16.67	2	11.11	1	5.56	0	0.00	2	11.11	1	5.56	0	0.00	9	50.00	18
6,15	41.767916	-87.552653	0	0.00	0	0.00	0	0.00	2	40.00	1	20.00	0	0.00	0	0.00	2	40.00	5
6,3	41.767916	-87.792653	0	0.00	2	50.00	0	0.00	0	0.00	2	50.00	0	0.00	0	0.00	0	0.00	4
6,4	41.767916	-87.772653	0	0.00	1	10.00	0	0.00	2	20.00	0	0.00	1	10.00	0	0.00	6	60.00	10
6,5	41.767916	-87.752653	0	0.00	0	0.00	0	0.00	0	0.00	1	50.00	0	0.00	0	0.00	1	50.00	2
6,6	41.767916	-87.732653	0	0.00	0	0.00	0	0.00	1	25.00	0	0.00	1	25.00	0	0.00	2	50.00	4
6,7	41.767916	-87.712653	1	9.09	0	0.00	0	0.00	1	9.09	0	0.00	0	0.00	0	0.00	9	81.82	11
6,8	41.767916	-87.692653	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	5	100.00	5
6,9	41.767916	-87.672653	0	0.00	0	0.00	1	33.33	0	0.00	0	0.00	0	0.00	0	0.00	2	66.67	3
7,10	41.787916	-87.652653	0	0.00	0	0.00	0	0.00	1	50.00	0	0.00	0	0.00	0	0.00	1	50.00	2
7,11	41.787916	-87.632653	0	0.00	0	0.00	0	0.00	0	0.00	3	60.00	0	0.00	0	0.00	2	40.00	5
7,12	41.787916	-87.612653	0	0.00	1	8.33	0	0.00	2	16.67	4	33.33	1	8.33	0	0.00	4	33.33	12
7,13	41.787916	-87.592653	0	0.00	7	15.91	0	0.00	4	9.09	8	18.18	2	4.55	0	0.00	23	52.27	44
7,14	41.787916	-87.572653	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	100.00	1
7,3	41.787916	-87.792653	0	0.00	4	57.14	0	0.00	0	0.00	1	14.29	0	0.00	0	0.00	2	28.57	7
7,4	41.787916	-87.772653	0	0.00	4	30.77	0	0.00	2	15.38	0	0.00	0	0.00	0	0.00	7	53.85	13
7,5	41.787916	-87.752653	0	0.00	0	0.00	0	0.00	0	0.00	1	100.00	0	0.00	0	0.00	0	0.00	1
7,6	41.787916	-87.732653	1	16.67	0	0.00	0	0.00	3	50.00	0	0.00	0	0.00	0	0.00	2	33.33	6
7,7	41.787916	-87.712653	1	6.67	4	26.67	0	0.00	4	26.67	0	0.00	2	13.33	0	0.00	4	26.67	15
7,8	41.787916	-87.692653	1	25.00	0	0.00	0	0.00	0	0.00	0	0.00	1	25.00	0	0.00	2	50.00	4
7,9	41.787916	-87.672653	0	0.00	0	0.00	0	0.00	8	80.00	0	0.00	0	0.00	0	0.00	2	20.00	10
8,10	41.807916	-87.652653	4	19.05	0	0.00	0	0.00	13	61.90	1	4.76	0	0.00	0	0.00	3	14.29	21
8,11	41.807916	-87.632653	1	2.70	0	0.00	4	10.81	14	37.84	2	5.41	1	2.70	1	2.70	14	37.84	37
8,12	41.807916	-87.612653	1	11.11	1	11.11	0	0.00	1	11.11	3	33.33	0	0.00	0	0.00	3	33.33	9
8,13	41.807916	-87.592653	0	0.00	0	0.00	0	0.00	1	5.56	6	33.33	5	27.78	1	5.56	5	27.78	18
8,3	41.807916	-87.792653	0	0.00	0	0.00	0	0.00	1	50.00	0	0.00	0	0.00	0	0.00	1	50.00	2
8,4	41.807916	-87.772653	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	100.00	1
8,5	41.807916	-87.752653	1	33.33	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	66.67	3
8,6	41.807916	-87.732653	1	12.50	0	0.00	0	0.00	2	25.00	1	12.50	0	0.00	0	0.00	4	50.00	8
8,7	41.807916	-87.712653	0	0.00	0	0.00	0	0.00	4	66.67	0	0.00	0	0.00	0	0.00	2	33.33	6
8,8	41.807916	-87.692653	1	50.00	1	50.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2
8,9	41.807916	-87.672653	2	6.45	0	0.00	1	3.23	17	54.84	3	9.68	1	3.23	0	0.00	7	22.58	31
9,10	41.827916	-87.652653	0	0.00	2	2.78	1	1.39	13	18.06	19	26.39	9	12.50	1	1.39	27	37.50	72
9,11	41.827916	-87.632653	0	0.00	0	0.00	0	0.00	5	45.45	1	9.09	1	9.09	0	0.00	4	36.36	11
9,12	41.827916	-87.612653	0	0.00	1	7.14	0	0.00	1	7.14	5	35.71	1	7.14	0	0.00	6	42.86	14
9,6	41.827916	-87.732653	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	100.00	1
9,7	41.827916	-87.712653	3	18.75	0	0.00	0	0.00	5	31.25	2	12.50	0	0.00	0	0.00	6	37.50	16
9,8	41.827916	-87.692653	3	25.00	0	0.00	2	16.67	4	33.33	1	8.33	1	8.33	0	0.00	1	8.33	12
9,9	41.827916	-87.672653	4	25.00	0	0.00	2	12.50	1	6.25	2	12.50	0	0.00	0	0.00	7	43.75	16
