0,10	94
0,11	94
0,12	94
0,13	94
0,14	94
0,15	94
0,16	94
1,10	94
1,11	94
1,12	94
1,13	94
1,14	94
1,15	94
1,16	94
10,10	476
10,11	404
10,12	404
10,6	601
10,7	601
10,8	601
10,9	476
11,10	794
11,11	1058
11,12	269
11,4	293
11,5	293
11,6	867
11,7	867
11,8	867
11,9	794
12,10	794
12,11	1058
12,12	269
12,4	293
12,5	293
12,6	867
12,7	867
12,8	867
12,9	794
13,10	794
13,11	510
13,12	269
13,4	293
13,5	293
13,6	867
13,7	867
13,8	867
13,9	794
14,1	701
14,10	1030
14,11	1030
14,2	701
14,3	701
14,4	701
14,5	701
14,6	594
14,7	594
14,8	594
14,9	1030
15,1	701
15,10	1030
15,11	1030
15,2	701
15,3	701
15,4	701
15,5	701
15,6	642
15,7	642
15,8	642
15,9	1030
16,1	367
16,10	445
16,2	367
16,3	367
16,4	367
16,5	367
16,6	647
16,7	647
16,8	647
16,9	445
17,1	367
17,10	445
17,2	367
17,3	367
17,4	367
17,5	367
17,6	647
17,7	647
17,8	647
17,9	445
18,1	367
18,2	367
18,3	367
18,4	367
18,5	367
18,8	297
18,9	297
2,10	669
2,11	669
2,12	669
2,13	669
2,14	251
2,15	251
2,16	251
2,6	214
2,7	214
2,8	214
2,9	214
3,10	669
3,11	669
3,12	669
3,13	669
3,14	251
3,15	251
3,16	251
3,6	214
3,7	214
3,8	214
3,9	214
4,10	669
4,11	669
4,12	669
4,13	669
4,14	251
4,15	251
4,16	251
4,6	214
4,7	214
4,8	214
4,9	214
5,10	766
5,11	766
5,12	766
5,13	585
5,14	585
5,15	585
5,16	585
5,6	307
5,7	307
5,8	307
5,9	766
6,10	596
6,11	577
6,12	577
6,13	626
6,14	626
6,3	156
6,4	156
6,5	156
6,6	718
6,7	718
6,8	718
6,9	596
7,10	596
7,11	577
7,12	577
7,13	626
7,14	626
7,3	156
7,4	156
7,5	156
7,6	718
7,7	718
7,8	718
7,9	596
8,10	596
8,11	577
8,12	577
8,13	626
8,14	626
8,3	156
8,4	156
8,5	156
8,6	718
8,7	718
8,8	718
8,9	596
9,10	476
9,11	404
9,12	404
9,6	601
9,7	601
9,8	601
9,9	476
